Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID (mapped data supplied by NCBI)	UniProt ID (mapped data supplied by UniProt)
TRAJ45	T cell receptor alpha joining 45			28710	
TRAJ46	T cell receptor alpha joining 46			28709	
TRAJ47	T cell receptor alpha joining 47			28708	
TRAJ48	T cell receptor alpha joining 48			28707	
TRAJ49	T cell receptor alpha joining 49			28706	
TRAJ50	T cell receptor alpha joining 50			28705	
TRAJ51	T cell receptor alpha joining 51 (pseudogene)			28704	
TRAJ52	T cell receptor alpha joining 52			28703	
TRAJ53	T cell receptor alpha joining 53			28702	
TRAJ54	T cell receptor alpha joining 54			28701	
TRAJ55	T cell receptor alpha joining 55 (pseudogene)			28700	
TRAJ56	T cell receptor alpha joining 56			28699	
TRAJ57	T cell receptor alpha joining 57			28698	
TRAJ58	T cell receptor alpha joining 58 (non-functional)			28697	
TRAJ59	T cell receptor alpha joining 59 (non-functional)			28696	
TRAJ60	T cell receptor alpha joining 60 (pseudogene)			28695	
TRAJ61	T cell receptor alpha joining 61 (non-functional)			28694	
TRAK1	trafficking protein, kinesin binding 1		OIP106, KIAA1042, MILT1	22906	Q9UPV9
TRAK2	trafficking protein, kinesin binding 2	ALS2CR3	CALS-C, KIAA0549, GRIF-1, OIP98, MILT2	66008	O60296
TRAM1	translocation associated membrane protein 1		TRAM, TRAMP	23471	Q15629
TRAM1L1	translocation associated membrane protein 1-like 1		MGC26568	133022	Q8N609
TRAM2	translocation associated membrane protein 2		KIAA0057	9697	Q15035
TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1		LBA1, KIAA0342	9881	O15050
TRAP1	TNF receptor-associated protein 1		HSP75, HSP90L	10131	Q12931
TRAPPC1	trafficking protein particle complex 1		MUM2, BET5	58485	Q9Y5R8
TRAPPC2	trafficking protein particle complex 2	SEDL	TRS20, SEDT, MIP-2A, ZNF547L, hYP38334	6399	P0DI81
TRAPPC2L	trafficking protein particle complex 2-like		HSPC176	51693	Q9UL33
TRAPPC2P1	trafficking protein particle complex 2 pseudogene 1	SEDLP	SEDLP1	10597	P0DI82
TRAPPC2P2	trafficking protein particle complex 2 pseudogene 2	SEDLP2		27196	
TRAPPC2P3	trafficking protein particle complex 2 pseudogene 3	SEDLP3		27195	
TRAPPC2P4	trafficking protein particle complex 2 pseudogene 4	SEDLP4		27194	
TRAPPC2P5	trafficking protein particle complex 2 pseudogene 5	SEDLP5		27193	
TRAPPC2P6	trafficking protein particle complex 2 pseudogene 6	SEDLP6		27192	
TRAPPC2P7	trafficking protein particle complex 2 pseudogene 7	SEDLP7		392597	
TRAPPC2P8	trafficking protein particle complex 2 pseudogene 8		TRAPPC2P3B	414751	
TRAPPC2P9	trafficking protein particle complex 2 pseudogene 9		TRAPPC2P4B	414753	
TRAPPC2P10	trafficking protein particle complex 2 pseudogene 10		TRAPPC2P5B	414752	
TRAPPC3	trafficking protein particle complex 3		BET3	27095	O43617
TRAPPC4	trafficking protein particle complex 4		TRS23, SBDN, PTD009	51399	Q9Y296
TRAPPC5	trafficking protein particle complex 5		MGC52424, TRS31	126003	Q8IUR0
TRAPPC6A	trafficking protein particle complex 6A		TRS33, MGC2650, HSPC289	79090	O75865
TRAPPC6B	trafficking protein particle complex 6B			122553	Q86SZ2
TRAPPC8	trafficking protein particle complex 8	KIAA1012	HsT2706, TRS85, GSG1	22878	Q9Y2L5
TRAPPC9	trafficking protein particle complex 9		IKBKBBP, NIBP, KIAA1882, T1, TRS120, MRT13	83696	Q96Q05
TRAPPC10	trafficking protein particle complex 10	TMEM1	EHOC-1, TRS130	7109	P48553
TRAPPC11	trafficking protein particle complex 11	C4orf41	FLJ12716, gry, foigr	60684	Q7Z392
TRAPPC12	trafficking protein particle complex 12	TTC15	CGI-87, TTC-15	51112	Q8WVT3
TRAPPC12-AS1	TRAPPC12 antisense RNA 1			100861515	
TRAT1	T cell receptor associated transmembrane adaptor 1	TCRIM	HSPC062, TRIM	50852	Q6PIZ9
TRAV1-1	T cell receptor alpha variable 1-1		TRAV11, TCRAV1S1, TCRAV7S1	28693	
TRAV1-2	T cell receptor alpha variable 1-2			28692	
TRAV2	T cell receptor alpha variable 2			28691	
TRAV3	T cell receptor alpha variable 3 (gene/pseudogene)			28690	
TRAV4	T cell receptor alpha variable 4		TCRAV20S1, TCRAV4S1	28689	
TRAV5	T cell receptor alpha variable 5			28688	
TRAV6	T cell receptor alpha variable 6	TCRAV5S1		6956	
TRAV7	T cell receptor alpha variable 7			28686	
TRAV8-1	T cell receptor alpha variable 8-1			28685	
TRAV8-2	T cell receptor alpha variable 8-2			28684	
TRAV8-3	T cell receptor alpha variable 8-3			28683	
TRAV8-4	T cell receptor alpha variable 8-4			28682	
TRAV8-5	T cell receptor alpha variable 8-5 (pseudogene)		TRAV85, TCRAV8S5	28681	
TRAV8-6	T cell receptor alpha variable 8-6			28680	
TRAV8-7	T cell receptor alpha variable 8-7 (non-functional)			28679	
TRAV9-1	T cell receptor alpha variable 9-1			28678	
TRAV9-2	T cell receptor alpha variable 9-2			28677	
TRAV10	T cell receptor alpha variable 10		TCRAV10S1, TCRAV24S1	28676	
TRAV11	T cell receptor alpha variable 11 (pseudogene)			28675	
TRAV12-1	T cell receptor alpha variable 12-1			28674	
TRAV12-2	T cell receptor alpha variable 12-2			28673	
TRAV12-3	T cell receptor alpha variable 12-3		TRAV123, TCRAV2S2, TCRAV12S3	28672	
TRAV13-1	T cell receptor alpha variable 13-1			28671	
TRAV13-2	T cell receptor alpha variable 13-2			28670	
TRAV14DV4	T cell receptor alpha variable 14/delta variable 4		TRAV14/DV4, TCRAV6S1-hDV104S1, hADV14S1	28669	
TRAV15	T cell receptor alpha variable 15 (pseudogene)		TCRAV15S1	28668	
TRAV16	T cell receptor alpha variable 16		TCRAV16S1, TCRAV9S1	28667	
TRAV17	T cell receptor alpha variable 17		TCRAV17S1, TCRAV3S1	28666	
TRAV18	T cell receptor alpha variable 18		TCRAV18S1	28665	
TRAV19	T cell receptor alpha variable 19		TCRAV12S1, TCRAV19S1	28664	
TRAV20	T cell receptor alpha variable 20			28663	
TRAV21	T cell receptor alpha variable 21			28662	
TRAV22	T cell receptor alpha variable 22		TCRAV13S1, TCRAV22S1	28661	
TRAV23DV6	T cell receptor alpha variable 23/delta variable 6		TRAV23/DV6, TCRAV17S1	28660	
TRAV24	T cell receptor alpha variable 24			28659	
TRAV25	T cell receptor alpha variable 25		TCRAV25S1, TCRAV32S1	28658	
TRAV26-1	T cell receptor alpha variable 26-1			28657	
TRAV26-2	T cell receptor alpha variable 26-2		TRAV262, TCRAV4S1, TCRAV26S2	28656	
TRAV27	T cell receptor alpha variable 27			28655	
TRAV28	T cell receptor alpha variable 28 (pseudogene)			28654	
TRAV29DV5	T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene)		TRAV29/DV5	28653	
TRAV30	T cell receptor alpha variable 30			28652	
TRAV31	T cell receptor alpha variable 31 (pseudogene)		TCRAV31S1	28651	
TRAV32	T cell receptor alpha variable 32 (pseudogene)			28650	
TRAV33	T cell receptor alpha variable 33 (pseudogene)		C14orf12	28649	
TRAV34	T cell receptor alpha variable 34		TCRAV26S1, TCRAV34S1	28648	
TRAV35	T cell receptor alpha variable 35		TCRAV25S1, TCRAV35S1	28647	
TRAV36DV7	T cell receptor alpha variable 36/delta variable 7		TRAV36/DV7	28646	
TRAV37	T cell receptor alpha variable 37 (pseudogene)			28645	
TRAV38-1	T cell receptor alpha variable 38-1		TRAV381, TCRAV14S2, TCRAV38S1	28644	
TRAV38-2DV8	T cell receptor alpha variable 38-2/delta variable 8		TRAV38-2/DV8, TRAV382DV8, TCRAV14S1, hADV38S2	28643	
TRAV39	T cell receptor alpha variable 39		TCRAV27S1, TCRAV39S1	28642	
TRAV40	T cell receptor alpha variable 40		TCRAV31S1, TCRAV40S1	28641	
TRAV41	T cell receptor alpha variable 41		TCRAV19S1, TCRAV41S1	28640	
TRB@	T cell receptor beta locus	TCRB	TRB	6957	P04435
TRBC1	T cell receptor beta constant 1		TCRBC1, BV05S1J2.2	28639	P01850
TRBC2	T cell receptor beta constant 2		TCRBC2	28638	A0A5B9
TRBD1	T cell receptor beta diversity 1		TCRBD1	28637	
TRBD2	T cell receptor beta diversity 2		TCRBD2	28636	
TRBJ1-1	T cell receptor beta joining 1-1		TRBJ11, TCRBJ1S1	28635	
TRBJ1-2	T cell receptor beta joining 1-2		TRBJ12, TCRBJ1S2	28634	
TRBJ1-3	T cell receptor beta joining 1-3		TRBJ13, TCRBJ1S3	28633	
TRBJ1-4	T cell receptor beta joining 1-4		TRBJ14, TCRBJ1S4	28632	
TRBJ1-5	T cell receptor beta joining 1-5		TRBJ15, TCRBJ1S5	28631	
TRBJ1-6	T cell receptor beta joining 1-6		TRBJ16, TCRBJ1S6	28630	
TRBJ2-1	T cell receptor beta joining 2-1		TRBJ21, TCRBJ2S1	28629	
TRBJ2-2	T cell receptor beta joining 2-2		TRBJ22, TCRBJ2S2	28628	
TRBJ2-2P	T cell receptor beta joining 2-2P (non-functional)		TRBJ22P	28627	
TRBJ2-3	T cell receptor beta joining 2-3		TRBJ23, TCRBJ2S3	28626	
TRBJ2-4	T cell receptor beta joining 2-4		TRBJ24, TCRBJ2S4	28625	
TRBJ2-5	T cell receptor beta joining 2-5		TRBJ25, TCRBJ2S5	28624	
TRBJ2-6	T cell receptor beta joining 2-6		TRBJ26, TCRBJ2S6	28623	
TRBJ2-7	T cell receptor beta joining 2-7		TRBJ27, TCRBJ2S7	28622	
TRBV1	T cell receptor beta variable 1 (pseudogene)		TCRBV27S1P, TCRBV1S1P	28621	
TRBV2	T cell receptor beta variable 2		TCRBV22S1A2N1T, TCRBV2S1	28620	
TRBV3-1	T cell receptor beta variable 3-1		TRBV31, TCRBV3S1, TCRBV9S1A1T	28619	
TRBV3-2	T cell receptor beta variable 3-2 (pseudogene)		TRBV32, TCRBV3S2, TCRBV9S2A2PT	28618	
TRBV4-1	T cell receptor beta variable 4-1		TRBV41, TCRBV4S1, TCRBV7S1A1N2T, BV07S1J2.7	28617	
TRBV4-2	T cell receptor beta variable 4-2		TRBV42, TCRBV4S2, TCRBV7S3A2T	28616	
TRBV4-3	T cell receptor beta variable 4-3		TRBV43, TCRBV4S3, TCRBV7S2A1N4T	28615	
TRBV5-1	T cell receptor beta variable 5-1		TRBV51, TCRBV5S1, TCRBV5S1A1T	28614	
TRBV5-2	T cell receptor beta variable 5-2 (pseudogene)		TRBV52, TCRBV31S1, TCRBV5S2P	28613	
TRBV5-3	T cell receptor beta variable 5-3 (non-functional)		TRBV53, TCRBV5S3, TCRBV5S5P	28612	
TRBV5-4	T cell receptor beta variable 5-4		TRBV54, TCRBV5S4, TCRBV5S6A3N2T	28611	
TRBV5-5	T cell receptor beta variable 5-5		TRBV55, TCRBV5S3A2T, TCRBV5S5	28610	
TRBV5-6	T cell receptor beta variable 5-6		TRBV56, TCRBV5S2, TCRBV5S6	28609	
TRBV5-7	T cell receptor beta variable 5-7 (non-functional)		TRBV57, TCRBV5S7, TCRBV5S7P	28608	
TRBV5-8	T cell receptor beta variable 5-8		TRBV58, TCRBV5S4A2T, TCRBV5S8	28607	
TRBV6-1	T cell receptor beta variable 6-1		TRBV61, TCRBV13S3, TCRBV6S1	28606	
TRBV6-2	T cell receptor beta variable 6-2 (gene/pseudogene)		TRBV62, TCRBV13S2A1T, TCRBV6S2	28605	
TRBV6-3	T cell receptor beta variable 6-3		TRBV63, TCRBV13S9/13S2A1T, TCRBV6S3	28604	
TRBV6-4	T cell receptor beta variable 6-4		TRBV64, TCRBV13S5, TCRBV6S4	28603	
TRBV6-5	T cell receptor beta variable 6-5		TRBV65, TCRBV13S1, TCRBV6S5	28602	
TRBV6-6	T cell receptor beta variable 6-6		TRBV66, TCRBV13S6A2T, TCRBV6S6	28601	
TRBV6-7	T cell receptor beta variable 6-7 (non-functional)		TRBV67, TCRBV13S8P, TCRBV6S7	28600	
TRBV6-8	T cell receptor beta variable 6-8		TRBV68, TCRBV13S7P, TCRBV6S8	28599	
TRBV6-9	T cell receptor beta variable 6-9		TRBV69, TCRBV13S4, TCRBV6S9	28598	
TRBV7-1	T cell receptor beta variable 7-1 (non-functional)		TRBV71, TCRBV6S7P, TCRBV7S1	28597	
TRBV7-2	T cell receptor beta variable 7-2		TRBV72, TCRBV6S5A1N1, TCRBV7S2	28596	
TRBV7-3	T cell receptor beta variable 7-3		TRBV73, TCRBV6S1A1N1, TCRBV7S3	28595	
TRBV7-4	T cell receptor beta variable 7-4 (gene/pseudogene)		TRBV74, TCRBV6S8A2T, TCRBV7S4	28594	
TRBV7-5	T cell receptor beta variable 7-5 (pseudogene)		TRBV75, TCRBV6S9P, TCRBV7S5	28593	
TRBV7-6	T cell receptor beta variable 7-6		TRBV76, TCRBV6S3A1N1T, TCRBV7S6	28592	
TRBV7-7	T cell receptor beta variable 7-7		TRBV77, TCRBV6S6A2T, TCRBV7S7	28591	
TRBV7-8	T cell receptor beta variable 7-8		TRBV78, TCRBV6S2A1N1T, TCRBV7S8	28590	
TRBV7-9	T cell receptor beta variable 7-9		TRBV79, TCRBV6S4A1, TCRBV7S9	28589	
TRBV8-1	T cell receptor beta variable 8-1 (pseudogene)		TRBV81, TCRBV30S1P, TCRBV8S1P	28588	
TRBV8-2	T cell receptor beta variable 8-2 (pseudogene)		TRBV82, TCRBV32S1P	28587	
TRBV9	T cell receptor beta variable 9		TCRBV1S1A1N1, TCRBV9S1	28586	
TRBV10-1	T cell receptor beta variable 10-1(gene/pseudogene)		TRBV101, TCRBV10S1, TCRBV12S2A1T, TCRBV12S2	28585	
TRBV10-2	T cell receptor beta variable 10-2		TRBV102, TCRBV10S2, TCRBV12S3	28584	
TRBV10-3	T cell receptor beta variable 10-3		TRBV103, TCRBV10S3, TCRBV12S1A1N2	28583	
TRBV11-1	T cell receptor beta variable 11-1		TRBV111, TCRBV11S1, TCRBV21S1	28582	
TRBV11-2	T cell receptor beta variable 11-2		TRBV112, TCRBV11S2, TCRBV21S3A2N2T	28581	
TRBV11-3	T cell receptor beta variable 11-3		TRBV113, TCRBV11S3, TCRBV21S2A2	28580	
TRBV12-1	T cell receptor beta variable 12-1 (pseudogene)		TRBV121, TCRBV12S1, TCRBV8S4P	28579	
TRBV12-2	T cell receptor beta variable 12-2 (pseudogene)		TRBV122, TCRBV12S2, TCRBV8S5P	28578	
TRBV12-3	T cell receptor beta variable 12-3		TRBV123, TCRBV12S3, TCRBV8S1	28577	P01733
TRBV12-4	T cell receptor beta variable 12-4		TRBV124, TCRBV12S4, TCRBV8S2A1T	28576	
TRBV12-5	T cell receptor beta variable 12-5		TRBV125, TCRBV12S5, TCRBV8S3	28575	
TRBV13	T cell receptor beta variable 13		TCRBV13S1, TCRBV23S1A2T	28574	
TRBV14	T cell receptor beta variable 14		TCRBV14S1, TCRBV16S1A1N1	28573	
TRBV15	T cell receptor beta variable 15		TCRBV15S1, TCRBV24S1A3T	28572	
TRBV16	T cell receptor beta variable 16 (gene/pseudogene)		TCRBV16S1, TCRBV25S1A2PT	28571	
TRBV17	T cell receptor beta variable 17 (non-functional)		TCRBV17S1, TCRBV26S1P	28570	
TRBV18	T cell receptor beta variable 18		TCRBV18S1	28569	
TRBV19	T cell receptor beta variable 19		TCRBV17S1A1T, TCRBV19S1	28568	
TRBV20-1	T cell receptor beta variable 20-1		TRBV201, TCRBV20S1, TCRBV2S1	28567	
TRBV20OR9-2	T cell receptor beta variable 20/OR9-2 (non-functional)	TCRBV2O	TRBV20/OR9-2, TCRBV20S2, TCRBV2S2O	6962	
TRBV21-1	T cell receptor beta variable 21-1 (pseudogene)		TRBV211, TCRBV10S1P, TCRBV21S1	28566	
TRBV21OR9-2	T cell receptor beta variable 21/OR9-2 (pseudogene)	TCRBV10O	TRBV21/OR9-2, TCRBV10S2O, TCRBV21S2	6959	
TRBV22-1	T cell receptor beta variable 22-1 (pseudogene)	TRBV22	TCRBV22S1, TCRBV29S1P	28565	
TRBV22OR9-2	T cell receptor beta variable 22/OR9-2 (pseudogene)		TCRBV29S2O, TCRBV22S2, TRBV22/OR9-2	246283	
TRBV23-1	T cell receptor beta variable 23-1 (non-functional)		TRBV231, TCRBV19S1P, TCRBV23S1	28564	
TRBV23OR9-2	T cell receptor beta variable 23/OR9-2 (non-functional)		TRBV23/OR9-2, TRBV23OR92, TCRBV19S2O, TCRBV23S2	28552	
TRBV24-1	T cell receptor beta variable 24-1		TRBV241, TCRBV15S1, TCRBV24S1	28563	
TRBV24OR9-2	T cell receptor beta variable 24/OR9-2 (pseudogene)	TCRBV15O	TRBV24/OR9-2, TCRBV15S2O, TCRBV24S2	6961	
TRBV25-1	T cell receptor beta variable 25-1		TRBV251, TCRBV11S1A1T, TCRBV25S1	28562	
TRBV25OR9-2	T cell receptor beta variable 25/OR9-2 (pseudogene)	TCRBV11O	TRBV25/OR9-2, TCRBV11S2O, TCRBV25S2	6960	
TRBV26	T cell receptor beta variable 26 (pseudogene)		TCRBV26S1, TCRBV28S1P	28561	
TRBV26OR9-2	T cell receptor beta variable 26/OR9-2 (pseudogene)		TRBV26/OR9-2, TCRBV28S2O, TCRBV28S2, TCRBV26S2	246285	
TRBV27	T cell receptor beta variable 27		TCRBV14S1, TCRBV27S1	28560	
TRBV28	T cell receptor beta variable 28		TCRBV28S1, TCRBV3S1	28559	
TRBV29-1	T cell receptor beta variable 29-1		TRBV291, TCRBV29S1, TCRBV4S1A1T	28558	
TRBV29OR9-2	T cell receptor beta variable 29/OR9-2 (non-functional)	TCRBV4O	TRBV29/OR9-2, TCRBV29S2, TCRBV4S2O	6958	
TRBV30	T cell receptor beta variable 30 (gene/pseudogene)		TCRBV20S1A1N2, TCRBV30S1	28557	
TRBVA	T cell receptor beta variable A (pseudogene)		TCRBV33S1	28556	
TRBVAOR9-2	T cell receptor beta variable A/OR9-2 (pseudogene)		TRBVA/OR9-2, TCRBV33S2	246286	
TRBVB	T cell receptor beta variable B (pseudogene)		TCRBV34S1	28555	
TRD@	T cell receptor delta locus	TCRD	TRD, TCRDV1	6964	-
TRDC	T cell receptor delta constant			28526	B7Z8K6
TRDD1	T cell receptor delta diversity 1			28525	
TRDD2	T cell receptor delta diversity 2			28524	
TRDD3	T cell receptor delta diversity 3			28523	
TRDJ1	T cell receptor delta joining 1			28522	
TRDJ2	T cell receptor delta joining 2			28521	
TRDJ3	T cell receptor delta joining 3			28520	
TRDJ4	T cell receptor delta joining 4			28519	
TRDMT1	tRNA aspartic acid methyltransferase 1	DNMT2	RNMT1	1787	O14717
TRDN	triadin			10345	Q13061
TRDV1	T cell receptor delta variable 1		hDV101S1	28518	
TRDV2	T cell receptor delta variable 2		hDV102S1, MGC117421	28517	
TRDV3	T cell receptor delta variable 3		hDV103S1	28516	
TREH	trehalase (brush-border membrane glycoprotein)		TRE, TREA, MGC129621	11181	O43280
TREM1	triggering receptor expressed on myeloid cells 1		TREM-1, CD354	54210	Q9NP99
TREM2	triggering receptor expressed on myeloid cells 2		TREM-2, Trem2a, Trem2b, Trem2c	54209	Q9NZC2
TREML1	triggering receptor expressed on myeloid cells-like 1		TLT1, dJ238O23.3	340205	Q86YW5
TREML2	triggering receptor expressed on myeloid cells-like 2	C6orf76	FLJ13693, TLT2, dJ238O23.1	79865	Q5T2D2
TREML3P	triggering receptor expressed on myeloid cells-like 3, pseudogene	TREML3	TLT3	340206	
TREML4	triggering receptor expressed on myeloid cells-like 4		TLT4	285852	Q6UXN2
TREML5P	triggering receptor expressed on myeloid cells-like 5, pseudogene	TREML2P, TREML2P1	TLT5	221438	
TRERF1	transcriptional regulating factor 1	BCAR2	TReP-132, HSA277276, RAPA, dJ139D8.5	55809	Q96PN7
TRESMCR	TRE oncogene, Smith Magenis syndrome chromosome region			27169	
TREX1	three prime repair exonuclease 1	AGS1	DRN3	11277	Q9NSU2
TREX2	three prime repair exonuclease 2			11219	Q9BQ50
TRG@	T cell receptor gamma locus	TCRG	TRG	6965	-
TRGC1	T cell receptor gamma constant 1	TCRGC1	C1	6966	P0CF51
TRGC2	T cell receptor gamma constant 2	TCRGC2	TRGC2(2X), TRGC2(3X)	6967	P03986
TRGJ1	T cell receptor gamma joining 1	TCRGJ1	J1	6968	
TRGJ2	T cell receptor gamma joining 2	TCRGJ2	J2	6969	
TRGJP	T cell receptor gamma joining P	TCRGJP	JP	6970	
TRGJP1	T cell receptor gamma joining P1	TCRGJP1	JP1	6971	
TRGJP2	T cell receptor gamma joining P2	TCRGJP2	JP2	6972	
TRGV1	T cell receptor gamma variable 1 (non-functional)	TCRGV1	V1S1P	6973	
TRGV2	T cell receptor gamma variable 2	TCRGV2	VIS2	6974	
TRGV3	T cell receptor gamma variable 3	TCRGV3	V1S3	6976	P03979
TRGV4	T cell receptor gamma variable 4	TCRGV4	V1S4	6977	
TRGV5	T cell receptor gamma variable 5	TCRGV5	V1S5	6978	
TRGV5P	T cell receptor gamma variable 5P (pseudogene)	TCRGV5P	V1S5P	6979	
TRGV6	T cell receptor gamma variable 6 (pseudogene)	TCRGV6	V1S5P, TCRGV5P	6980	
TRGV7	T cell receptor gamma variable 7 (pseudogene)	TCRGV7	V1S7P	6981	
TRGV8	T cell receptor gamma variable 8	TCRGV8	V1S8	6982	
TRGV9	T cell receptor gamma variable 9	TCRGV9	V2	6983	
TRGV10	T cell receptor gamma variable 10 (non-functional)	TCRGV10	V3P	6984	
TRGV11	T cell receptor gamma variable 11 (non-functional)	TCRGV11	V4P	6985	
TRGVA	T cell receptor gamma variable A (pseudogene)	TCRGVA	V5P	6986	
TRGVB	T cell receptor gamma variable B (pseudogene)	TCRGVB	V6P	6987	
TRH	thyrotropin-releasing hormone			7200	P20396
TRHDE	thyrotropin-releasing hormone degrading enzyme		PGPEP2, TRH-DE, PAP-II	29953	Q9UKU6
TRHDE-AS1	TRHDE antisense RNA 1			283392	
TRHR	thyrotropin-releasing hormone receptor			7201	P34981
TRIAP1	TP53 regulated inhibitor of apoptosis 1		P53CSV, WF-1, HSPC132, p53CSV, MDM35	51499	O43715
TRIAP1P1	TP53 regulated inhibitor of apoptosis 1 pseudogene 1	C10orf135	bA748L13.4	100289619	
TRIB1	tribbles homolog 1 (Drosophila)		C8FW, GIG2, TRB1	10221	Q96RU8
TRIB2	tribbles homolog 2 (Drosophila)		TRB2, GS3955	28951	Q92519
TRIB3	tribbles homolog 3 (Drosophila)	C20orf97	dJ1103G7.3, TRB3	57761	Q96RU7
TRICY1	trichilemmal cyst 1			94014	
TRIL	TLR4 interactor with leucine-rich repeats		KIAA0644	9865	Q7L0X0
TRIM2	tripartite motif containing 2		KIAA0517, RNF86	23321	Q9C040
TRIM3	tripartite motif containing 3	RNF22	HAC1, BERP, RNF97	10612	O75382
TRIM4	tripartite motif containing 4		RNF87	89122	Q9C037
TRIM5	tripartite motif containing 5		RNF88, TRIM5alpha	85363	Q9C035
TRIM6	tripartite motif containing 6		RNF89	117854	Q9C030
TRIM6-TRIM34	TRIM6-TRIM34 readthrough			445372	
TRIM7	tripartite motif containing 7		RNF90, GNIP	81786	Q9C029
TRIM8	tripartite motif containing 8	RNF27	GERP	81603	Q9BZR9
TRIM9	tripartite motif containing 9		SPRING, RNF91	114088	Q9C026
TRIM10	tripartite motif containing 10	RNF9	RFB30, HERF1	10107	Q9UDY6
TRIM11	tripartite motif containing 11		RNF92, BIA1	81559	Q96F44
TRIM13	tripartite motif containing 13	RFP2	Leu5, RNF77, DLEU5	10206	O60858
TRIM14	tripartite motif containing 14		KIAA0129	9830	Q14142
TRIM15	tripartite motif containing 15	ZNF178	ZNFB7, RNF93	89870	Q9C019
TRIM16	tripartite motif containing 16		EBBP	10626	O95361
TRIM16L	tripartite motif containing 16-like		TRIM70	147166	Q309B1
TRIM17	tripartite motif containing 17	RNF16	terf, RBCC	51127	Q9Y577
TRIM21	tripartite motif containing 21	SSA1	RNF81, RO52	6737	P19474
TRIM22	tripartite motif containing 22		STAF50, GPSTAF50, RNF94	10346	Q8IYM9
TRIM23	tripartite motif containing 23	ARFD1	ARD1, RNF46	373	P36406
TRIM24	tripartite motif containing 24	TIF1	hTIF1, Tif1a, RNF82, TIF1A	8805	O15164
TRIM25	tripartite motif containing 25	ZNF147	EFP, RNF147	7706	Q14258
TRIM26	tripartite motif containing 26	ZNF173	RNF95	7726	Q12899
TRIM26BP	tripartite motif containing 26B, pseudogene	TRIM26P	Em:AB023053.1, TRIM26P1	404024	
TRIM27	tripartite motif containing 27	RFP	RNF76	5987	P14373
TRIM28	tripartite motif containing 28		TIF1B, KAP1, TF1B, RNF96	10155	Q13263
TRIM29	tripartite motif containing 29		ATDC, FLJ36085	23650	Q14134
TRIM31	tripartite motif containing 31		RNF, HCGI, C6orf13, HCG1	11074	Q9BZY9
TRIM31-AS1	TRIM31 antisense RNA 1				
TRIM32	tripartite motif containing 32	LGMD2H	HT2A, TATIP, BBS11	22954	Q13049
TRIM33	tripartite motif containing 33		TIF1GAMMA, FLJ11429, KIAA1113, TIFGAMMA, RFG7, TF1G, TIF1G, PTC7	51592	Q9UPN9
TRIM34	tripartite motif containing 34	RNF21		53840	Q9BYJ4
TRIM35	tripartite motif containing 35		KIAA1098, MAIR, HLS5	23087	Q9UPQ4
TRIM36	tripartite motif containing 36		RBCC728, RNF98, HAPRIN	55521	Q9NQ86
TRIM36-IT1	TRIM36 intronic transcript 1 (non-protein coding)			100874338	
TRIM37	tripartite motif containing 37	MUL	KIAA0898, POB1, TEF3	4591	O94972
TRIM38	tripartite motif containing 38	RNF15	RORET	10475	O00635
TRIM39	tripartite motif containing 39	RNF23		56658	Q9HCM9
